energy_consumption,co2_emissions_g_per_km,maintenance_cost_annual,cost_per_km,energy_storage_capacity,mileage_km,acceleration_0_100_kph_sec,torque_Nm,lifespan_years,efficiency
17.11,2.72,37067.27,0.16,60.3,173122.51,7.87,257.81,10.4,10118.20631209819
15.45,-1.49,51647.61,0.15,76.19,132776.98,5.52,138.95,10.74,8593.979288025892
12.19,4.67,41372.24,0.17,54.18,83962.7,7.27,235.62,12.63,6887.834290401969
15.13,0.22,64196.03,0.09,88.69,137134.56,4.57,297.13,11.13,9063.751487111698
13.3,-1.84,47970.19,0.09,79.19,67825.79,5.74,340.9,7.72,5099.683458646616
12.66,-0.29,40056.51,0.1,51.1,132316.43,5.16,281.74,12.68,10451.53475513428
15.89,-1.29,56124.69,0.12,65.17,144952.23,5.3,290.2,12.29,9122.229704216488
12.63,1.54,55646.06,0.13,52.19,129418.51,5.37,301.99,10.47,10246.912905779887
17.9,-6.86,51600.18,0.16,59.08,117113.39,7.12,280.33,12.5,6542.64748603352
15.49,-0.26,33695.27,0.08,74.35,105157.32,6.7,300.44,13.12,6788.72304712718
12.3,3.39,65730.2,0.13,67.44,113006.96,5.23,315.85,13.08,9187.557723577236
13.62,-0.15,20088.64,0.13,56.65,184977.5,6.9,340.28,12.37,13581.314243759178
13.5,4.64,52714.95,0.12,76.09,169337.86,5.32,211.84,12.59,12543.545185185185
16.12,-2.15,48090.96,0.13,59.1,134695.18,4.9,303.25,14.47,8355.780397022332
14.53,3.49,31063.85,0.14,56.33,171984.87,5.79,335.37,14.56,11836.5361321404
16.57,11.45,52465.05,0.13,74.8,87760.8,6.87,297.14,13.76,5296.366928183465
13.67,-1.13,53674.82,0.09,74.96,172602.58,5.63,308.82,11.01,12626.377468910021
19.33,0.71,62571.49,0.1,61.76,122958.73,5.11,339.16,13.37,6361.0310398344545
12.51,8.12,27944.34,0.15,74.89,138642.61,6.19,268.13,15.5,11082.54276578737
15.16,-1.06,53937.97,0.11,76.28,112505.39,6.0,277.57,12.97,7421.199868073879
13.78,0.95,53863.23,0.16,61.32,149463.15,5.49,336.49,8.09,10846.382438316401
16.27,-5.08,49468.79,0.18,69.94,199306.25,5.73,298.59,8.76,12249.923171481254
14.93,5.87,63814.54,0.1,72.23,131003.06,5.87,439.61,14.8,8774.484929671802
16.51,-0.61,53278.8,0.13,60.87,104430.91,5.3,323.43,12.46,6325.312537855844
14.97,-8.42,52921.93,0.07,63.19,125477.76,5.7,270.9,13.13,8381.947895791582
16.35,-9.41,34833.57,0.1,70.76,114103.26,5.43,277.61,13.44,6978.792660550458
15.99,-0.69,51950.25,0.12,55.03,167112.64,6.35,252.2,11.01,10451.071919949969
14.45,2.14,42152.38,0.09,86.16,97711.57,7.8,272.37,8.06,6762.046366782008
13.59,3.17,70122.7,0.09,76.66,151751.11,3.78,267.15,9.11,11166.380426784399
13.54,-2.79,43153.7,0.11,54.29,204228.26,6.29,248.04,12.01,15083.32791728213
14.88,0.38,54042.95,0.12,67.13,126629.42,6.77,300.59,15.44,8510.041666666666
16.64,-2.47,46839.27,0.17,71.13,153023.73,5.23,362.73,12.31,9196.137620192309
16.65,6.95,52300.71,0.18,74.95,125847.14,4.76,311.2,12.48,7558.3867867867875
16.73,-5.07,34357.58,0.15,76.99,169632.93,6.93,267.84,14.68,10139.445905558876
13.85,6.59,38244.05,0.11,84.82,148356.65,6.83,368.61,16.61,10711.671480144405
13.64,3.54,47877.91,0.14,75.67,165563.79,7.07,345.4,8.37,12138.107771260997
18.59,6.98,40903.17,0.16,59.86,120598.13,5.1,282.29,11.33,6487.258203335126
11.59,-1.52,41201.86,0.12,74.73,144286.61,5.32,300.09,8.24,12449.2329594478
16.25,0.9,48099.61,0.15,72.78,156559.78,6.96,315.72,5.52,9634.448
16.38,5.98,43707.37,0.1,64.03,144292.77,7.39,351.9,13.76,8809.082417582418
17.61,0.05,56659.24,0.11,65.91,130299.32,7.1,244.1,13.73,7399.166382737082
11.58,-1.3,44942.53,0.17,75.18,201664.65,7.09,371.91,12.38,17414.90932642487
16.15,-0.6,47691.34,0.15,65.39,144500.98,7.04,187.72,12.31,8947.429102167183
17.36,-1.83,49165.62,0.18,78.4,107668.3,5.1,302.2,10.33,6202.0910138248855
11.08,-7.32,44910.36,0.13,67.78,129398.54,4.31,253.38,9.19,11678.568592057762
15.1,7.72,56068.51,0.18,77.64,150391.3,5.96,279.83,12.42,9959.688741721853
15.81,-5.2,66426.73,0.13,72.43,156049.59,7.06,280.62,8.04,9870.309297912712
15.42,5.54,41815.71,0.08,63.92,152610.49,7.07,316.64,11.78,9896.918936446173
16.13,-0.02,43877.63,0.12,74.13,108539.47,4.63,304.99,11.47,6729.043397396157
15.55,-3.77,41648.57,0.09,68.25,166490.5,6.34,368.73,11.06,10706.784565916398
16.17,8.17,50224.66,0.12,73.08,170674.93,7.53,367.11,11.33,10555.03586889301
12.45,3.36,40733.02,0.11,72.64,154184.93,5.39,277.49,11.45,12384.33172690763
13.94,2.14,44608.77,0.08,74.79,133038.21,5.01,283.67,13.34,9543.630559540888
13.22,3.79,59873.35,0.09,54.57,159296.84,5.12,275.82,10.91,12049.685325264749
14.52,-3.58,55488.84,0.17,64.11,169128.17,5.24,310.86,12.48,11647.945592286502
13.44,9.19,45146.94,0.05,70.19,148424.85,7.78,308.32,11.53,11043.515625
17.34,-4.39,68709.65,0.13,78.73,144821.13,6.4,223.72,13.05,8351.85294117647
13.97,-0.3,76930.34,0.07,69.43,142852.99,5.09,266.01,9.69,10225.697208303507
15.69,-10.77,66614.7,0.11,81.28,124433.26,5.12,337.05,10.91,7930.736775015934
10.4,-3.05,73638.72,0.12,82.84,161452.03,5.69,284.7,15.08,15524.233653846153
16.52,2.04,51998.1,0.09,47.8,164589.3,4.05,214.21,11.55,9963.032687651332
14.23,-1.55,54625.91,0.14,73.64,152368.92,6.06,338.5,14.27,10707.583977512299
14.77,6.0,52072.67,0.19,80.8,93217.13,6.88,319.07,13.35,6311.247799593772
12.51,1.6,36368.26,0.1,45.74,132261.46,6.96,349.56,12.18,10572.458832933653
15.79,7.46,53278.21,0.12,64.62,149123.51,6.69,256.6,11.81,9444.174160861307
15.57,5.16,41614.14,0.13,71.91,130285.95,7.09,343.01,12.56,8367.755298651253
15.59,8.21,37398.35,0.09,79.9,123921.39,6.72,280.73,13.85,7948.774214239897
17.93,2.61,50599.33,0.16,91.7,148262.77,6.25,402.44,7.23,8268.977691020635
16.15,-3.72,48447.41,0.13,61.52,114891.58,6.4,403.89,13.6,7114.02972136223
16.25,-3.78,63404.61,0.04,78.47,150188.19,7.34,383.28,7.27,9242.350153846153
17.25,1.63,65192.84,0.14,76.27,152489.62,5.66,280.78,13.12,8839.977971014492
18.66,0.68,43499.76,0.12,64.67,154480.26,5.34,282.74,11.31,8278.684887459807
13.95,1.75,53868.09,0.15,60.07,149235.18,7.19,344.59,15.18,10697.862365591398
14.23,-2.66,59184.54,0.1,66.97,139389.43,6.7,194.0,15.4,9795.462403373154
18.53,1.17,48108.8,0.13,74.93,174581.2,4.31,204.13,18.75,9421.5434430653
14.74,-0.93,38998.46,0.19,66.63,166208.64,5.89,209.54,11.01,11276.027137042063
14.06,0.92,35503.55,0.08,56.42,174094.64,6.81,208.21,13.79,12382.264580369843
13.68,2.84,45929.64,0.13,84.53,155397.43,5.24,253.34,15.23,11359.461257309942
12.62,4.91,62816.44,0.16,63.5,144475.63,6.09,257.28,12.87,11448.14817749604
17.15,-9.9,42811.68,0.18,86.64,187568.51,6.26,365.53,15.37,10936.939358600584
19.18,2.43,66744.92,0.13,59.23,156309.09,7.31,312.25,15.28,8149.587591240876
16.42,2.34,47704.51,0.08,82.3,102581.88,5.54,420.94,16.48,6247.373934226553
17.29,1.01,24376.66,0.15,65.45,102527.16,6.55,257.98,11.54,5929.853094274147
16.28,-4.41,37582.39,0.11,101.13,113477.89,5.47,258.24,15.18,6970.386363636363
13.57,4.82,31334.6,0.14,72.77,168006.39,6.83,308.03,11.51,12380.721444362565
14.54,5.94,50156.18,0.14,53.83,193433.89,7.11,250.14,12.49,13303.568775790924
12.75,-0.39,49934.79,0.13,64.88,152794.75,8.2,280.42,11.67,11983.901960784313
15.95,2.27,55918.14,0.16,82.72,163607.57,6.03,304.97,15.67,10257.527899686522
12.52,4.78,40188.34,0.15,79.73,167987.33,7.02,298.04,6.11,13417.518370607027
16.09,5.43,55345.06,0.17,68.03,127230.88,5.93,247.49,10.72,7907.450590428838
16.19,2.65,57789.37,0.09,68.93,114048.24,5.99,294.12,9.35,7044.363187152563
13.38,1.91,44494.63,0.11,83.11,178688.85,5.9,284.55,9.08,13354.921524663676
15.95,11.26,46822.85,0.12,65.23,237545.21,5.08,261.25,9.93,14893.116614420063
14.46,0.97,55107.92,0.13,70.46,146072.23,5.25,296.83,13.13,10101.81396957123
16.49,3.08,64816.63,0.07,66.96,131884.85,3.51,300.63,12.64,7997.868405093997
14.18,1.84,55346.29,0.12,67.0,106472.16,4.6,313.21,12.36,7508.614950634697
14.17,5.74,53891.59,0.16,60.15,180691.7,6.25,333.36,10.76,12751.707833450953
13.32,-0.13,45237.79,0.1,84.62,171280.58,6.07,286.48,12.16,12858.902402402402
13.87,-3.77,61143.22,0.16,87.99,149571.89,7.5,331.25,10.11,10783.84210526316
17.53,8.36,58868.87,0.09,61.64,137625.63,7.39,295.85,14.24,7850.863091842555
14.65,-5.53,43626.92,0.08,100.77,130933.77,6.41,376.34,14.12,8937.458703071672
15.59,0.39,56704.81,0.15,75.95,176674.61,4.86,435.54,14.31,11332.559974342526
11.83,-3.86,55434.79,0.14,73.9,157195.73,7.56,304.28,13.25,13287.889264581572
13.18,-9.33,47450.44,0.07,60.64,157763.09,5.69,276.76,12.96,11969.885432473444
17.82,0.38,58451.58,0.13,68.16,158057.81,7.83,342.67,14.69,8869.68630751964
